,Id,Predicted
0,0,0.022519882181080024
1,1,0.020191332204354134
2,2,0.023050734476338947
3,3,0.020321585508444807
4,4,0.08434127856068416
5,5,0.029159426364233555
6,6,0.016647997799091256
7,7,0.024021486773188848
8,8,0.008403876066800568
9,9,0.0061355667207104074
10,10,0.021049110967429587
11,11,0.02301869996657634
12,12,0.011814630976973
13,13,0.02427544450926342
14,14,0.022043435290409655
15,15,0.02558262510650718
16,16,0.0066132141834987414
17,17,0.024443635334423765
18,18,0.019746581172322444
19,19,0.007213044246032847
20,20,0.022990433368399416
21,21,0.019000075600344727
22,22,0.021200884453086224
23,23,0.3917978062427746
24,24,0.024896529530954392
25,25,0.01838117147683258
26,26,0.02510974488696997
27,27,0.01897123888340252
28,28,0.09039990053210054
29,29,0.010063395384763632
30,30,0.01625265542374883
31,31,0.001961595183685786
32,32,0.009417672806299755
33,33,0.0237894719881039
34,34,0.00648811118369706
35,35,0.1218840013960951
36,36,0.012632221873428282
37,37,0.023688723576512367
38,38,0.007406845015638154
39,39,0.02287647959987787
40,40,0.010416659440898954
41,41,0.025293792186928624
42,42,0.020006511258386966
43,43,0.013988673917633485
44,44,0.0057404013272066646
45,45,0.014833836855890679
46,46,0.014950915139201083
47,47,0.02222787351594215
48,48,0.0022576996595395082
49,49,0.03888348464856401
50,50,0.056313157028413524
51,51,0.022263253461892347
52,52,0.012315347709654584
53,53,0.0241083466474227
54,54,0.02174628722959095
55,55,0.02313762551723094
56,56,0.023444605967628547
57,57,0.00725531630083971
58,58,0.004707627388148546
59,59,0.023719915468497367
60,60,0.014900628776856927
61,61,0.02235217003241837
62,62,0.02087171026143207
63,63,0.1131278674944774
64,64,0.024552490344115475
65,65,0.08249245958364604
66,66,0.014883394953550264
67,67,0.010362695996970372
68,68,0.005949013356482491
69,69,0.023810649181922383
70,70,0.023026598503279625
71,71,0.020778626191261508
72,72,0.048374680453826896
73,73,0.02489379236738827
74,74,0.022669123992148845
75,75,0.007575535531996546
76,76,0.023019304043692967
77,77,0.09552456645387106
78,78,0.00535071876933158
79,79,0.01260291082336724
80,80,0.008283437066164811
81,81,0.007380440661489567
82,82,0.570044204358007
83,83,0.01908843460940319
84,84,0.024474614325634716
85,85,0.002935912236625318
86,86,0.021625881316514915
87,87,0.021711150100226114
88,88,0.12921835384014707
89,89,0.020419175666467393
90,90,0.015608058161548642
91,91,0.20739944343786693
92,92,0.0010442912154670202
93,93,0.022696385381609147
94,94,0.025336645119985943
95,95,0.04051748668835041
96,96,0.025979571136538284
97,97,0.013876498583338412
98,98,0.02484514131057529
99,99,0.02248698268090766
100,100,0.02416324717582682
101,101,0.020510421629263656
102,102,0.019063595621502984
103,103,0.024295469792811348
104,104,0.01546308252476103
105,105,0.01535463086336375
106,106,0.02264856349591687
107,107,0.1303803639610002
108,108,0.0048913998354275495
109,109,0.4506954124972334
110,110,0.042482795458485406
111,111,0.017668400789860778
112,112,0.02371094234292648
113,113,0.024070457060251994
114,114,0.024907190233085637
115,115,0.09837791564507915
116,116,0.023138984598312602
117,117,0.02002230385084564
118,118,0.023547872209726775
119,119,0.0709974415645848
120,120,0.025565908675113155
121,121,0.019255378527353387
122,122,0.006757107051704064
123,123,0.008632063753068188
124,124,0.025451779363159028
125,125,0.022870016685051467
126,126,0.008906669247643079
127,127,0.008764405936354608
128,128,0.0028732334049211385
129,129,0.024682981832057714
130,130,0.004356817881632008
131,131,0.014307597174531147
132,132,0.02482582798929208
133,133,0.026288967741317577
134,134,0.09102972722208749
135,135,0.02514394587012252
136,136,0.024750859506035162
137,137,0.0239369164076226
138,138,0.025337085192829466
139,139,0.009083699717929893
140,140,0.02533031686854437
141,141,0.022703445769926486
142,142,0.07038759919686197
143,143,0.019712508754424443
144,144,0.00792818075679299
145,145,0.005318017811783166
146,146,0.02130258404291531
147,147,0.02452260204390659
148,148,0.023743314663484796
149,149,0.01553058478382245
150,150,0.025071135810630914
151,151,0.015202248779105405
152,152,0.02299150157345752
153,153,0.054264054597618905
154,154,0.01771152935922711
155,155,0.009185488874704993
156,156,0.0023784988407159068
157,157,0.021897203712932568
158,158,0.02034175055512367
159,159,0.025797517295022335
160,160,0.024681683585724576
161,161,0.01834409324291984
162,162,0.014309298438243877
163,163,0.017005152785680034
164,164,0.016709038387913114
165,165,0.022053388487238885
166,166,0.019841368364111087
167,167,0.018376676555006362
168,168,0.009249530612426496
169,169,0.025095493038212978
170,170,0.024006535245327202
171,171,0.01669945646466353
172,172,0.02391990327270926
173,173,0.014000477785594129
174,174,0.025773113714515097
175,175,0.022422908879555642
176,176,0.025637676831564774
177,177,0.14693959698111886
178,178,0.01925479173016743
179,179,0.02465014047879017
180,180,0.02069685437229853
181,181,0.013345044709345468
182,182,0.015687007367060028
183,183,0.09542169390452147
184,184,0.007393280530564474
185,185,0.020757521393961777
186,186,0.025540368990106747
187,187,0.015968455393426544
188,188,0.011828513214183357
189,189,0.006647690425892854
190,190,0.005161200235133298
191,191,0.016832735727279537
192,192,0.023980463022355448
193,193,0.025148137819869975
194,194,0.02024346494799646
195,195,0.024929266016422143
196,196,0.00934516287127814
197,197,0.023329452898177484
198,198,0.024620393450924902
199,199,0.029736290242001556
200,200,0.011353310720972131
201,201,0.01671057802895901
202,202,0.093723309369785
